,Date,EPS,Cons.,Cons..1,Surprise,Revs,Ticker,Market Cap,Sector,BeforeOpen,NormDate
8,2013-01-17,0.69,$1.04,$18.82B,-0.35,$18.66B,C,"44,123,807.28",Financials,True,2013-01-17
9,2012-10-15,1.06,$0.96,$18.35B,0.1,$19.41B,C,"44,123,807.28",Financials,True,2012-10-15
10,2012-07-16,1.0,$0.89,$18.76B,0.11,$18.6B,C,"44,123,807.28",Financials,True,2012-07-16
11,2012-04-16,0.95,$0.93,$19.4B,0.02,$19.41B,C,"44,123,807.28",Financials,True,2012-04-16
12,2012-01-17,0.38,$0.48,$18.54M,-0.1,$17.17M,C,"44,123,807.28",Financials,True,2012-01-17
13,2011-10-17,0.84,$0.82,$19.59B,0.02,$20.8B,C,"44,123,807.28",Financials,True,2011-10-17
14,2011-07-15,1.09,$0.97,$19.94B,0.12,$20.6B,C,"44,123,807.28",Financials,True,2011-07-15
15,2011-04-18,0.1,$0.09,$20.55B,0.01,$19.7B,C,"44,123,807.28",Financials,True,2011-04-18
16,2011-01-18,0.04,$0.08,$20.45B,-0.04,$18.4B,C,"44,123,807.28",Financials,True,2011-01-18
4,2013-10-15,0.53,$0.53,$12.07B,0.0,$12.03B,KO,"44,075,490.41",Consumer Staples,True,2013-10-15
5,2013-07-16,0.63,$0.63,$12.97B,0.0,$12.75B,KO,"44,075,490.41",Consumer Staples,True,2013-07-16
6,2013-04-16,0.46,$0.45,$11.05B,0.01,$11.04B,KO,"44,075,490.41",Consumer Staples,True,2013-04-16
7,2013-02-12,0.45,$0.44,$11.55B,0.01,$11.46B,KO,"44,075,490.41",Consumer Staples,True,2013-02-12
8,2012-10-16,0.51,$0.50,$12.39B,0.01,$12.3B,KO,"44,075,490.41",Consumer Staples,True,2012-10-16
9,2012-07-17,1.22,$1.19,$12.99B,0.03,$13.1B,KO,"44,075,490.41",Consumer Staples,True,2012-07-17
10,2012-04-17,0.89,$0.87,$10.83B,0.02,$11.1B,KO,"44,075,490.41",Consumer Staples,True,2012-04-17
11,2012-02-07,0.79,$0.77,$10.99B,0.02,$11B,KO,"44,075,490.41",Consumer Staples,True,2012-02-07
12,2011-10-18,1.03,$1.02,$12.02B,0.01,$12.25B,KO,"44,075,490.41",Consumer Staples,True,2011-10-18
13,2011-07-19,1.17,$1.16,$12.4B,0.01,$12.7B,KO,"44,075,490.41",Consumer Staples,True,2011-07-19
14,2011-04-26,0.86,$0.87,$10.54B,-0.01,$10.5B,KO,"44,075,490.41",Consumer Staples,True,2011-04-26
15,2011-02-09,0.72,$0.72,$9.75B,0.0,$10.5B,KO,"44,075,490.41",Consumer Staples,True,2011-02-09
4,2013-11-07,0.77,$0.75,$11.4B,0.02,$11.6B,DIS,"43,662,430.08",Consumer Discretionary,False,2013-11-08
5,2013-08-06,1.03,$1.01,$11.64B,0.02,$11.58B,DIS,"43,662,430.08",Consumer Discretionary,False,2013-08-07
6,2013-05-07,0.79,$0.76,$10.48B,0.03,$10.55B,DIS,"43,662,430.08",Consumer Discretionary,False,2013-05-08
7,2013-02-05,0.79,$0.76,$11.21B,0.03,$11.3B,DIS,"43,662,430.08",Consumer Discretionary,False,2013-02-06
8,2012-11-08,0.68,$0.68,$10.92B,0.0,$10.78B,DIS,"43,662,430.08",Consumer Discretionary,False,2012-11-09
9,2012-08-07,1.01,$0.93,$11.3B,0.08,$11.1B,DIS,"43,662,430.08",Consumer Discretionary,False,2012-08-08
10,2012-05-08,0.58,$0.55,$9.56B,0.03,$9.63B,DIS,"43,662,430.08",Consumer Discretionary,False,2012-05-09
11,2012-02-07,0.8,$0.72,$11.18B,0.08,$10.78B,DIS,"43,662,430.08",Consumer Discretionary,False,2012-02-08
12,2011-11-10,0.58,$0.54,$10.36B,0.04,$10.43B,DIS,"43,662,430.08",Consumer Discretionary,False,2011-11-11
13,2011-08-09,0.78,$0.73,$10.45B,0.05,$10.68B,DIS,"43,662,430.08",Consumer Discretionary,False,2011-08-10
14,2011-05-10,0.49,$0.56,$9.13B,-0.07,$9.08B,DIS,"43,662,430.08",Consumer Discretionary,False,2011-05-11
15,2011-02-08,0.68,$0.56,$10.52B,0.12,$10.72B,DIS,"43,662,430.08",Consumer Discretionary,False,2011-02-09
4,2013-11-19,0.95,$0.89,$19.17B,0.06,$19.47B,HD,"43,657,394.85",Consumer Discretionary,True,2013-11-19
5,2013-08-20,1.24,$1.20,$21.72B,0.04,$22.5B,HD,"43,657,394.85",Consumer Discretionary,True,2013-08-20
6,2013-05-21,0.83,$0.77,$18.69B,0.06,$19.1B,HD,"43,657,394.85",Consumer Discretionary,True,2013-05-21
7,2013-02-26,0.67,$0.64,$17.66B,0.03,$18.2B,HD,"43,657,394.85",Consumer Discretionary,True,2013-02-26
8,2012-11-13,0.74,$0.70,$17.89B,0.04,$18.1B,HD,"43,657,394.85",Consumer Discretionary,True,2012-11-13
9,2012-08-14,1.01,$0.97,$20.77B,0.04,$20.57B,HD,"43,657,394.85",Consumer Discretionary,True,2012-08-14
10,2012-05-15,0.65,$0.65,$17.93B,0.0,$17.81B,HD,"43,657,394.85",Consumer Discretionary,True,2012-05-15
11,2012-02-21,0.5,$0.42,$15.49B,0.08,$16.01B,HD,"43,657,394.85",Consumer Discretionary,True,2012-02-21
12,2011-11-15,0.6,$0.58,$17.11B,0.02,$17.33B,HD,"43,657,394.85",Consumer Discretionary,True,2011-11-15
13,2011-08-16,0.86,$0.83,$19.96B,0.03,$20.23B,HD,"43,657,394.85",Consumer Discretionary,True,2011-08-16
14,2011-05-17,0.5,$0.49,$17.02B,0.01,$16.82B,HD,"43,657,394.85",Consumer Discretionary,True,2011-05-17
15,2011-02-22,0.36,$0.30,$14.77B,0.06,$15.1B,HD,"43,657,394.85",Consumer Discretionary,True,2011-02-22
4,2013-11-13,0.53,$0.51,$12.35B,0.02,$12.1B,CSCO,"43,392,583.87",Information Technology,False,2013-11-14
5,2013-08-14,0.52,$0.51,$12.4B,0.01,$12.4B,CSCO,"43,392,583.87",Information Technology,False,2013-08-15
6,2013-05-15,0.51,$0.49,$12.18B,0.02,$12.2B,CSCO,"43,392,583.87",Information Technology,False,2013-05-16
7,2013-02-13,0.51,$0.48,$12.06B,0.03,$12.1B,CSCO,"43,392,583.87",Information Technology,False,2013-02-14
8,2012-11-13,0.48,$0.46,$11.81B,0.02,$11.9B,CSCO,"43,392,583.87",Information Technology,False,2012-11-14
9,2012-08-15,0.47,$0.46,$11.61B,0.01,$11.7B,CSCO,"43,392,583.87",Information Technology,False,2012-08-16
10,2012-05-09,0.48,$0.47,$11.58B,0.01,$11.6B,CSCO,"43,392,583.87",Information Technology,False,2012-05-10
11,2012-02-08,0.47,$0.43,$11.23B,0.04,$11.5B,CSCO,"43,392,583.87",Information Technology,False,2012-02-09
12,2011-11-09,0.43,$0.39,$11.02B,0.04,$11.3B,CSCO,"43,392,583.87",Information Technology,False,2011-11-10
13,2011-08-10,0.4,$0.38,$10.97B,0.02,$11.2B,CSCO,"43,392,583.87",Information Technology,False,2011-08-11
14,2011-05-11,0.42,$0.37,$10.86B,0.05,$10.9B,CSCO,"43,392,583.87",Information Technology,False,2011-05-12
15,2011-02-09,0.37,$0.35,$10.23B,0.02,$10.4B,CSCO,"43,392,583.87",Information Technology,False,2011-02-10
4,2013-10-30,0.46,$0.46,$3.02B,0.0,$3B,V,"41,044,862.70",Information Technology,False,2013-10-31
5,2013-07-24,0.47,$0.45,$2.89B,0.02,$3B,V,"41,044,862.70",Information Technology,False,2013-07-25
6,2013-05-01,0.48,$0.45,$2.85B,0.03,$3B,V,"41,044,862.70",Information Technology,False,2013-05-02
7,2013-02-06,0.46,$0.45,$2.82B,0.01,$2.85B,V,"41,044,862.70",Information Technology,False,2013-02-07
8,2012-10-31,0.39,$0.37,$2.67B,0.02,$2.73B,V,"41,044,862.70",Information Technology,False,2012-11-01
9,2012-07-25,0.39,$0.36,$2.52B,0.03,$2.6B,V,"41,044,862.70",Information Technology,False,2012-07-26
10,2012-05-02,0.4,$0.38,$2.48B,0.02,$2.58B,V,"41,044,862.70",Information Technology,False,2012-05-03
11,2012-02-08,0.37,$0.36,$2.47B,0.01,$2.55B,V,"41,044,862.70",Information Technology,False,2012-02-09
12,2011-10-26,0.32,$0.31,$2.39B,0.01,$2.38B,V,"41,044,862.70",Information Technology,False,2011-10-27
13,2011-05-05,0.31,$0.30,$2.23B,0.01,$2.25M,V,"41,044,862.70",Information Technology,False,2011-05-06
14,2011-07-27,0.32,$0.31,$2.3B,0.01,$2.32B,V,"41,044,862.70",Information Technology,False,2011-07-28
16,2011-02-02,0.31,$0.30,$2.22B,0.01,$2.2B,V,"41,044,862.70",Information Technology,False,2011-02-03
4,2013-10-16,1.24,$1.18,$17.03B,0.06,$16.91B,PEP,"40,240,474.32",Consumer Staples,True,2013-10-16
5,2013-07-24,1.28,$1.19,$16.79B,0.09,$16.81B,PEP,"40,240,474.32",Consumer Staples,True,2013-07-24
6,2013-04-18,0.77,$0.71,$12.61M,0.06,$12.58M,PEP,"40,240,474.32",Consumer Staples,True,2013-04-18
7,2013-02-14,1.09,$1.05,$19.65B,0.04,$19.95B,PEP,"40,240,474.32",Consumer Staples,True,2013-02-14
8,2012-10-17,1.2,$1.16,$16.9B,0.04,$16.65B,PEP,"40,240,474.32",Consumer Staples,True,2012-10-17
9,2012-07-25,1.12,$1.10,$16.59B,0.02,$16.5B,PEP,"40,240,474.32",Consumer Staples,True,2012-07-25
10,2012-04-26,0.69,$0.67,$12.36B,0.02,$12.43B,PEP,"40,240,474.32",Consumer Staples,True,2012-04-26
11,2012-02-09,1.15,$1.13,$19.92B,0.02,$20.16B,PEP,"40,240,474.32",Consumer Staples,True,2012-02-09
12,2011-10-12,1.31,$1.30,$17.25B,0.01,$17.6B,PEP,"40,240,474.32",Consumer Staples,True,2011-10-12
13,2011-07-21,1.21,$1.21,$16.41B,0.0,$16.8B,PEP,"40,240,474.32",Consumer Staples,True,2011-07-21
14,2011-04-28,0.74,$0.73,$11.71B,0.01,$11.94B,PEP,"40,240,474.32",Consumer Staples,True,2011-04-28
15,2011-02-10,1.05,$1.04,$17.64B,0.01,$18.2B,PEP,"40,240,474.32",Consumer Staples,True,2011-02-10
4,2013-10-17,1.53,$1.52,$30.8B,0.01,$60.6B,UNH,"39,229,307.64",Health Care,True,2013-10-17
5,2013-07-18,1.4,$1.25,$30.48B,0.15,$30.4B,UNH,"39,229,307.64",Health Care,True,2013-07-18
6,2013-04-18,1.16,$1.14,$30.49B,0.02,$30.3B,UNH,"39,229,307.64",Health Care,True,2013-04-18
7,2013-01-17,1.2,$1.19,$28.13B,0.01,$28.77B,UNH,"39,229,307.64",Health Care,True,2013-01-17
8,2012-10-16,1.5,$1.46,$27.53M,0.04,$27.3M,UNH,"39,229,307.64",Health Care,True,2012-10-16
9,2012-07-19,1.27,$1.19,$27.34B,0.08,$27.3B,UNH,"39,229,307.64",Health Care,True,2012-07-19
10,2012-04-19,1.31,$1.16,$27.17B,0.15,$27.3B,UNH,"39,229,307.64",Health Care,True,2012-04-19
11,2012-01-19,1.17,$1.03,$25.7B,0.14,$25.9B,UNH,"39,229,307.64",Health Care,True,2012-01-19
12,2011-10-18,1.17,$1.11,$25.45B,0.06,$25.3B,UNH,"39,229,307.64",Health Care,True,2011-10-18
13,2011-07-19,1.16,$0.91,$25.24B,0.25,$25.23M,UNH,"39,229,307.64",Health Care,True,2011-07-19
14,2011-04-21,1.22,$0.89,$24.93B,0.33,$25.4M,UNH,"39,229,307.64",Health Care,True,2011-04-21
15,2011-01-20,0.94,$0.84,$23.74B,0.1,$24.03B,UNH,"39,229,307.64",Health Care,True,2011-01-20
4,2013-10-16,3.99,$3.96,$24.77B,0.03,$23.7B,IBM,"38,224,643.47",Information Technology,False,2013-10-17
5,2013-07-17,3.91,$3.77,$25.39B,0.14,$24.9B,IBM,"38,224,643.47",Information Technology,False,2013-07-18
6,2013-04-18,3.0,$3.05,$24.69B,-0.05,$23.4B,IBM,"38,224,643.47",Information Technology,False,2013-04-19
7,2013-01-22,5.39,$5.25,$29.1B,0.14,$29.3B,IBM,"38,224,643.47",Information Technology,False,2013-01-23
8,2012-10-16,3.62,$3.62,$25.38B,0.0,$24.7B,IBM,"38,224,643.47",Information Technology,False,2012-10-17
9,2012-07-18,3.51,$3.42,$26.28B,0.09,$25.8B,IBM,"38,224,643.47",Information Technology,False,2012-07-19
10,2012-04-17,2.78,$2.65,$24.77B,0.13,$24.7B,IBM,"38,224,643.47",Information Technology,False,2012-04-18
11,2012-01-19,4.71,$4.62,$29.74B,0.09,$29.5B,IBM,"38,224,643.47",Information Technology,False,2012-01-20
12,2011-10-17,3.28,$3.22,$26.25B,0.06,$26.2B,IBM,"38,224,643.47",Information Technology,False,2011-10-18
13,2011-07-18,3.09,$3.03,$25.35B,0.06,$26.67B,IBM,"38,224,643.47",Information Technology,False,2011-07-19
14,2011-04-19,2.41,$2.30,$24B,0.11,$24.6B,IBM,"38,224,643.47",Information Technology,False,2011-04-20
15,2011-01-18,4.18,$4.08,$28.26B,0.1,$29.02B,IBM,"38,224,643.47",Information Technology,False,2011-01-19
4,2013-10-17,1.44,$1.44,$7.96B,0.0,$7.9B,PM,"37,186,685.94",Consumer Staples,True,2013-10-17
5,2013-07-18,1.3,$1.41,$8.22B,-0.11,$7.92B,PM,"37,186,685.94",Consumer Staples,True,2013-07-18
6,2013-04-18,1.29,$1.34,$7.52B,-0.05,$7.58B,PM,"37,186,685.94",Consumer Staples,True,2013-04-18
8,2012-10-18,1.39,$1.39,$8.25B,0.0,$7.9B,PM,"37,186,685.94",Consumer Staples,True,2012-10-18
9,2012-07-19,1.36,$1.34,$8.01M,0.02,$8.1M,PM,"37,186,685.94",Consumer Staples,True,2012-07-19
10,2012-04-19,1.25,$1.19,$7.26B,0.06,$18.02B,PM,"37,186,685.94",Consumer Staples,True,2012-04-19
11,2012-02-09,1.1,$1.09,$17.78B,0.01,$18.88B,PM,"37,186,685.94",Consumer Staples,True,2012-02-09
13,2011-07-21,1.34,$1.22,$7.8B,0.12,$8.3M,PM,"37,186,685.94",Consumer Staples,True,2011-07-21
14,2011-04-21,1.06,$1.04,$6.9B,0.02,$6.8M,PM,"37,186,685.94",Consumer Staples,True,2011-04-21
15,2011-02-10,0.97,$0.96,$7.27B,0.01,$7B,PM,"37,186,685.94",Consumer Staples,True,2011-02-10
4,2013-10-24,0.66,$0.64,$4.53B,0.02,$6.5B,MO,"32,893,724.73",Consumer Staples,True,2013-10-24
6,2013-04-25,0.69,$0.53,$4.04B,0.16,$5.53B,MO,"32,893,724.73",Consumer Staples,True,2013-04-25
8,2012-10-25,0.58,$0.58,$5.5B,0.0,$5.61B,MO,"32,893,724.73",Consumer Staples,True,2012-10-25
9,2012-07-24,0.59,$0.57,$4.5B,0.02,$6.49B,MO,"32,893,724.73",Consumer Staples,True,2012-07-24
10,2012-04-26,0.49,$0.49,$4.01B,0.0,$5.65B,MO,"32,893,724.73",Consumer Staples,True,2012-04-26
11,2012-01-27,0.5,$0.49,$4.23B,0.01,$6.13B,MO,"32,893,724.73",Consumer Staples,True,2012-01-27
12,2011-10-27,0.56,$0.56,$4.44B,0.0,$6.11B,MO,"32,893,724.73",Consumer Staples,True,2011-10-27
13,2011-07-20,0.53,$0.53,$4.43B,0.0,$5.92B,MO,"32,893,724.73",Consumer Staples,True,2011-07-20
14,2011-04-20,0.44,$0.44,$3.93B,0.0,$5.64B,MO,"32,893,724.73",Consumer Staples,True,2011-04-20
15,2011-01-27,0.44,$0.44,$4.27B,0.0,$5.93B,MO,"32,893,724.73",Consumer Staples,True,2011-01-27
3,2013-12-18,0.69,$0.67,$9.19B,0.02,$9.28B,ORCL,"31,940,171.10",Information Technology,False,2013-12-19
4,2013-09-18,0.59,$0.56,$8.48B,0.03,$8.4B,ORCL,"31,940,171.10",Information Technology,False,2013-09-19
5,2013-06-20,0.87,$0.87,$11.12B,0.0,$10.9B,ORCL,"31,940,171.10",Information Technology,False,2013-06-21
6,2013-03-20,0.65,$0.66,$9.4B,-0.01,$8.96B,ORCL,"31,940,171.10",Information Technology,False,2013-03-21
7,2012-12-18,0.64,$0.61,$9.03B,0.03,$9.1B,ORCL,"31,940,171.10",Information Technology,False,2012-12-19
8,2012-09-20,0.53,$0.53,$8.43B,0.0,$8.21B,ORCL,"31,940,171.10",Information Technology,False,2012-09-21
9,2012-06-18,0.82,$0.78,$10.9B,0.04,$11B,ORCL,"31,940,171.10",Information Technology,False,2012-06-19
10,2012-03-20,0.62,$0.56,$9.03B,0.06,$9.1B,ORCL,"31,940,171.10",Information Technology,False,2012-03-21
11,2011-12-20,0.54,$0.57,$9.23B,-0.03,$8.8B,ORCL,"31,940,171.10",Information Technology,False,2011-12-21
12,2011-09-20,0.48,$0.47,$8.36B,0.01,$8.4B,ORCL,"31,940,171.10",Information Technology,False,2011-09-21
13,2011-06-23,0.75,$0.71,$10.75B,0.04,$10.8B,ORCL,"31,940,171.10",Information Technology,False,2011-06-24
14,2011-03-24,0.54,$0.49,$8.66B,0.05,$8.8B,ORCL,"31,940,171.10",Information Technology,False,2011-03-25
3,2013-11-19,0.91,$0.90,$4.18B,0.01,$4.2B,MDT,"30,348,045.00",Health Care,True,2013-11-19
4,2013-08-20,0.88,$0.88,$4.11B,0.0,$4.1B,MDT,"30,348,045.00",Health Care,True,2013-08-20
5,2013-05-21,1.1,$1.03,$4.39B,0.07,$4.5B,MDT,"30,348,045.00",Health Care,True,2013-05-21
6,2013-02-19,0.93,$0.91,$4.03B,0.02,$4.03B,MDT,"30,348,045.00",Health Care,True,2013-02-19
7,2012-11-20,0.88,$0.88,$4.05B,0.0,$4.1B,MDT,"30,348,045.00",Health Care,True,2012-11-20
8,2012-08-21,0.85,$0.85,$4.01B,0.0,$4.01B,MDT,"30,348,045.00",Health Care,True,2012-08-21
9,2012-05-22,0.99,$0.98,$4.23B,0.01,$4.3B,MDT,"30,348,045.00",Health Care,True,2012-05-22
10,2012-02-21,0.84,$0.84,$3.99B,0.0,$3.92B,MDT,"30,348,045.00",Health Care,True,2012-02-21
11,2011-11-22,0.84,$0.82,$4.07B,0.02,$4.13B,MDT,"30,348,045.00",Health Care,True,2011-11-22
12,2011-08-23,0.79,$0.79,$3.98M,0.0,$4.05B,MDT,"30,348,045.00",Health Care,True,2011-08-23
13,2011-05-24,0.9,$0.93,$4.29B,-0.03,$4.3B,MDT,"30,348,045.00",Health Care,True,2011-05-24
14,2011-02-22,0.86,$0.84,$3.97B,0.02,$3.96B,MDT,"30,348,045.00",Health Care,True,2011-02-22
4,2013-10-22,1.94,$1.78,$4.6B,0.16,$4.75B,AMGN,"30,224,602.08",Health Care,False,2013-10-23
5,2013-07-30,1.89,$1.74,$4.49B,0.15,$4.68B,AMGN,"30,224,602.08",Health Care,False,2013-07-31
6,2013-04-23,1.96,$1.84,$4.37B,0.12,$4.2B,AMGN,"30,224,602.08",Health Care,False,2013-04-24
7,2013-01-23,1.4,$1.39,$4.37B,0.01,$4.42B,AMGN,"30,224,602.08",Health Care,False,2013-01-24
8,2012-10-23,1.67,$1.47,$4.25B,0.2,$4.32B,AMGN,"30,224,602.08",Health Care,False,2012-10-24
9,2012-07-26,1.83,$1.54,$4.08B,0.29,$4.5B,AMGN,"30,224,602.08",Health Care,False,2012-07-27
10,2012-04-24,1.61,$1.45,$3.93B,0.16,$4.05B,AMGN,"30,224,602.08",Health Care,False,2012-04-25
11,2012-01-26,1.21,$1.22,$3.91B,-0.01,$3.97B,AMGN,"30,224,602.08",Health Care,False,2012-01-27
12,2011-10-24,1.4,$1.30,$3.87B,0.1,$3.94B,AMGN,"30,224,602.08",Health Care,False,2011-10-25
13,2011-07-29,1.37,$1.28,$3.78B,0.09,$3.96B,AMGN,"30,224,602.08",Health Care,False,2011-08-01
14,2011-04-20,1.34,$1.29,$3.68B,0.05,$3.7B,AMGN,"30,224,602.08",Health Care,False,2011-04-21
15,2011-01-24,1.17,$1.10,$3.8B,0.07,$3.84B,AMGN,"30,224,602.08",Health Care,False,2011-01-25
5,2013-10-18,1.29,$1.24,$11.58B,0.05,$11.61B,SLB,"30,102,954.34",Energy,False,2013-10-21
6,2013-07-19,1.15,$1.11,$11.15B,0.04,$11.18B,SLB,"30,102,954.34",Energy,False,2013-07-22
7,2013-04-19,1.01,$0.99,$10.75B,0.02,$10.67B,SLB,"30,102,954.34",Energy,False,2013-04-22
8,2013-01-18,1.08,$1.07,$10.82B,0.01,$11.17B,SLB,"30,102,954.34",Energy,False,2013-01-22
9,2012-10-19,1.08,$1.06,$10.68B,0.02,$10.61B,SLB,"30,102,954.34",Energy,False,2012-10-22
10,2012-07-20,1.05,$1.00,$10.41B,0.05,$1045B,SLB,"30,102,954.34",Energy,False,2012-07-23
11,2012-04-20,0.98,$0.97,$10.55B,0.01,$10.61B,SLB,"30,102,954.34",Energy,False,2012-04-23
12,2012-01-20,1.11,$1.09,$10.79B,0.02,$10.97B,SLB,"30,102,954.34",Energy,False,2012-01-23
13,2011-10-21,0.98,$1.01,$10.19B,-0.03,$10.23B,SLB,"30,102,954.34",Energy,False,2011-10-24
14,2011-07-22,0.87,$0.85,$9.17B,0.02,$9.62B,SLB,"30,102,954.34",Energy,False,2011-07-25
15,2011-04-21,0.71,$0.77,$8.82B,-0.06,$8.72M,SLB,"30,102,954.34",Energy,False,2011-04-25
16,2011-01-21,0.85,$0.77,$8.7B,0.08,$9.07B,SLB,"30,102,954.34",Energy,False,2011-01-24
4,2013-11-14,1.14,$1.13,$116.75B,0.01,$114.9B,WMT,"29,304,596.23",Consumer Staples,True,2013-11-14
5,2013-08-15,1.25,$1.25,$118.57B,0.0,$116.2B,WMT,"29,304,596.23",Consumer Staples,True,2013-08-15
6,2013-05-16,1.14,$1.15,$116.48B,-0.01,$113.4B,WMT,"29,304,596.23",Consumer Staples,True,2013-05-16
7,2013-02-21,1.67,$1.57,$128.82B,0.1,$127.1B,WMT,"29,304,596.23",Consumer Staples,True,2013-02-21
8,2012-11-15,1.08,$1.07,$114.95B,0.01,$113.93B,WMT,"29,304,596.23",Consumer Staples,True,2012-11-15
9,2012-08-16,1.18,$1.17,$115.56B,0.01,$114.3B,WMT,"29,304,596.23",Consumer Staples,True,2012-08-16
10,2012-05-17,1.09,$1.04,$110.5M,0.05,$112.3M,WMT,"29,304,596.23",Consumer Staples,True,2012-05-17
11,2012-02-21,1.44,$1.45,$124.26B,-0.01,$122.3B,WMT,"29,304,596.23",Consumer Staples,True,2012-02-21
12,2011-11-15,0.97,$0.98,$107.98B,-0.01,$110.23B,WMT,"29,304,596.23",Consumer Staples,True,2011-11-15
13,2011-08-16,1.09,$1.08,$108.26B,0.01,$109.37B,WMT,"29,304,596.23",Consumer Staples,True,2011-08-16
14,2011-05-17,0.98,$0.95,$103.02B,0.03,$104.19B,WMT,"29,304,596.23",Consumer Staples,True,2011-05-17
15,2011-02-22,1.34,$1.31,$117.68B,0.03,$116.36B,WMT,"29,304,596.23",Consumer Staples,True,2011-02-22
4,2013-10-21,1.52,$1.51,$7.34B,0.01,$7.32B,MCD,"28,466,961.52",Consumer Discretionary,True,2013-10-21
5,2013-07-22,1.38,$1.40,$7.1B,-0.02,$7.08B,MCD,"28,466,961.52",Consumer Discretionary,True,2013-07-22
6,2013-04-19,1.26,$1.27,$6.59B,-0.01,$6.61B,MCD,"28,466,961.52",Consumer Discretionary,True,2013-04-19
7,2013-01-23,1.38,$1.33,$6.89B,0.05,$6.95B,MCD,"28,466,961.52",Consumer Discretionary,True,2013-01-23
8,2012-10-19,1.43,$1.48,$7.15M,-0.05,$7.15M,MCD,"28,466,961.52",Consumer Discretionary,True,2012-10-19
9,2012-07-23,1.32,$1.38,$6.94B,-0.06,$6.92B,MCD,"28,466,961.52",Consumer Discretionary,True,2012-07-23
10,2012-04-20,1.23,$1.23,$6.54B,0.0,$6.55B,MCD,"28,466,961.52",Consumer Discretionary,True,2012-04-20
11,2012-01-24,1.33,$1.29,$6.8B,0.04,$6.82B,MCD,"28,466,961.52",Consumer Discretionary,True,2012-01-24
12,2011-10-21,1.45,$1.43,$7.01B,0.02,$7.17B,MCD,"28,466,961.52",Consumer Discretionary,True,2011-10-21
13,2011-07-22,1.35,$1.28,$6.63B,0.07,$6.91B,MCD,"28,466,961.52",Consumer Discretionary,True,2011-07-22
14,2011-04-21,1.15,$1.14,$6B,0.01,$6.11B,MCD,"28,466,961.52",Consumer Discretionary,True,2011-04-21
15,2011-01-24,1.16,$1.16,$6.21B,0.0,$6.21B,MCD,"28,466,961.52",Consumer Discretionary,True,2011-01-24
4,2013-10-25,0.82,$0.78,$4.52B,0.04,$4.66B,ABBV,"28,003,262.76",Health Care,True,2013-10-25
5,2013-07-26,0.92,$0.79,$4.54B,0.13,$4.69B,ABBV,"28,003,262.76",Health Care,True,2013-07-26
6,2013-04-26,0.68,$0.67,$4.17B,0.01,$4.33B,ABBV,"28,003,262.76",Health Care,True,2013-04-26
4,2013-10-24,1.78,$1.75,$7.85B,0.03,$7.92B,MMM,"27,958,509.54",Industrials,True,2013-10-24
5,2013-07-25,1.71,$1.71,$7.77B,0.0,$7.75B,MMM,"27,958,509.54",Industrials,True,2013-07-25
6,2013-04-25,1.61,$1.65,$7.81B,-0.04,$7.6B,MMM,"27,958,509.54",Industrials,True,2013-04-25
7,2013-01-24,1.41,$1.41,$7.18B,0.0,$7.39B,MMM,"27,958,509.54",Industrials,True,2013-01-24
8,2012-10-23,1.65,$1.65,$7.63B,0.0,$7.5B,MMM,"27,958,509.54",Industrials,True,2012-10-23
9,2012-07-26,1.66,$1.65,$7.79B,0.01,$7.53B,MMM,"27,958,509.54",Industrials,True,2012-07-26
10,2012-04-24,1.63,$1.49,$7.49B,0.14,$7.49B,MMM,"27,958,509.54",Industrials,True,2012-04-24
11,2012-01-26,1.35,$1.31,$7.09B,0.04,$7.09B,MMM,"27,958,509.54",Industrials,True,2012-01-26
12,2011-10-25,1.22,$1.61,$7.78B,-0.39,$7.53B,MMM,"27,958,509.54",Industrials,True,2011-10-25
13,2011-07-26,1.6,$1.60,$7.6B,0.0,$7.68B,MMM,"27,958,509.54",Industrials,True,2011-07-26
14,2011-04-26,1.49,$1.44,$6.95B,0.05,$7.3M,MMM,"27,958,509.54",Industrials,True,2011-04-26
15,2011-01-25,1.28,$1.27,$6.62B,0.01,$6.71B,MMM,"27,958,509.54",Industrials,True,2011-01-25
4,2013-10-29,0.52,$0.48,$2.72B,0.04,$2.78B,GILD,"27,940,837.50",Health Care,False,2013-10-30
5,2013-07-25,0.5,$0.50,$2.66B,0.0,$2.77B,GILD,"27,940,837.50",Health Care,False,2013-07-26
6,2013-05-02,0.48,$0.50,$2.58B,-0.02,$2.53B,GILD,"27,940,837.50",Health Care,False,2013-05-03
7,2013-02-04,0.5,$0.48,$2.43B,0.02,$2.59B,GILD,"27,940,837.50",Health Care,False,2013-02-05
8,2012-10-23,1.0,$0.94,$2.34B,0.06,$2.43B,GILD,"27,940,837.50",Health Care,False,2012-10-24
9,2012-07-26,0.99,$0.95,$2.29B,0.04,$2.41B,GILD,"27,940,837.50",Health Care,False,2012-07-27
10,2012-04-26,0.91,$0.94,$2.2B,-0.03,$2.28B,GILD,"27,940,837.50",Health Care,False,2012-04-27
11,2012-02-02,0.97,$1.05,$2.18B,-0.08,$2.2B,GILD,"27,940,837.50",Health Care,False,2012-02-03
12,2011-10-27,1.02,$1.01,$2.11B,0.01,$2.12B,GILD,"27,940,837.50",Health Care,False,2011-10-28
13,2011-07-26,1.0,$0.99,$2.07B,0.01,$2.14B,GILD,"27,940,837.50",Health Care,False,2011-07-27
14,2011-04-20,0.87,$0.98,$2.04B,-0.11,$2.09B,GILD,"27,940,837.50",Health Care,False,2011-04-21
