,Date,EPS,Cons.,Cons..1,Surprise,Revs,Ticker,Market Cap,Sector,BeforeOpen,NormDate
15,2011-03-01,0.29,$0.29,$2.19B,0.0,$2.1B,CNP,"2,753,064.72",Utilities,True,2011-03-01
6,2013-03-28,0.9,$0.88,$2.54B,0.02,$2.24B,MOS,"2,734,454.82",Materials,True,2013-03-28
7,2013-01-04,1.05,$0.88,$2.54B,0.17,$2.54B,MOS,"2,734,454.82",Materials,True,2013-01-04
8,2012-10-02,1.01,$1.16,$2.54B,-0.15,$2.51B,MOS,"2,734,454.82",Materials,True,2012-10-02
10,2012-01-04,1.4,$1.34,$2.54B,0.06,$3.01B,MOS,"2,734,454.82",Materials,True,2012-01-04
11,2012-07-17,1.26,$1.16,$2.54B,0.1,$2.82B,MOS,"2,734,454.82",Materials,True,2012-07-17
13,2011-07-18,1.45,$1.39,$2.54B,0.06,$2.86B,MOS,"2,734,454.82",Materials,True,2011-07-18
14,2011-03-30,1.21,$1.07,$2.35B,0.14,$2.2B,MOS,"2,734,454.82",Materials,True,2011-03-30
15,2011-01-04,1.01,$0.91,$2.44B,0.1,$2.7B,MOS,"2,734,454.82",Materials,True,2011-01-04
4,2013-10-22,0.86,$0.86,$1.9B,0.0,$1.8B,PNR,"2,717,979.30",Industrials,True,2013-10-22
5,2013-07-23,0.92,$0.90,$1.95B,0.02,$1.96B,PNR,"2,717,979.30",Industrials,True,2013-07-23
6,2013-04-23,0.58,$0.56,$1.8B,0.02,$1.8B,PNR,"2,717,979.30",Industrials,True,2013-04-23
7,2013-01-29,0.47,$0.44,$1.81B,0.03,$1.8B,PNR,"2,717,979.30",Industrials,True,2013-01-29
8,2012-11-01,0.64,$0.63,$900.42M,0.01,$865.51M,PNR,"2,717,979.30",Industrials,True,2012-11-01
9,2012-07-24,0.83,$0.81,$969.4M,0.02,$941.5M,PNR,"2,717,979.30",Industrials,True,2012-07-24
11,2012-01-31,0.56,$0.54,$865.36M,0.02,$866M,PNR,"2,717,979.30",Industrials,True,2012-01-31
12,2011-10-26,0.58,$0.58,$886.78M,0.0,$891M,PNR,"2,717,979.30",Industrials,True,2011-10-26
13,2011-07-26,0.75,$0.72,$895.55M,0.03,$910M,PNR,"2,717,979.30",Industrials,True,2011-07-26
14,2011-04-26,0.52,$0.44,$759.62M,0.08,$790M,PNR,"2,717,979.30",Industrials,True,2011-04-26
15,2011-02-01,0.49,$0.47,$738.76M,0.02,$754M,PNR,"2,717,979.30",Industrials,True,2011-02-01
4,2013-10-31,0.24,$0.25,$1.27B,-0.01,$1.3B,LKQ,"2,712,850.92",Consumer Discretionary,True,2013-10-31
5,2013-08-01,0.25,$0.25,$1.19B,0.0,$1.25B,LKQ,"2,712,850.92",Consumer Discretionary,True,2013-08-01
6,2013-04-25,0.29,$0.30,$1.16B,-0.01,$1.2B,LKQ,"2,712,850.92",Consumer Discretionary,True,2013-04-25
7,2013-02-28,0.21,$0.23,$1.08B,-0.02,$1.07B,LKQ,"2,712,850.92",Consumer Discretionary,True,2013-02-28
8,2012-10-25,0.18,$0.20,$1.01B,-0.02,$1.02B,LKQ,"2,712,850.92",Consumer Discretionary,True,2012-10-25
9,2012-07-26,0.43,$0.43,$985.28M,0.0,$1.1B,LKQ,"2,712,850.92",Consumer Discretionary,True,2012-07-26
4,2013-11-14,0.81,$0.86,$4.55B,-0.05,$4.44B,KSS,"2,700,473.16",Consumer Discretionary,True,2013-11-14
5,2013-08-15,1.04,$1.05,$4.29B,-0.01,$4.29B,KSS,"2,700,473.16",Consumer Discretionary,True,2013-08-15
6,2013-05-16,0.66,$0.58,$4.29B,0.08,$4.2B,KSS,"2,700,473.16",Consumer Discretionary,True,2013-05-16
7,2013-02-28,1.66,$1.63,$6.24B,0.03,$6.34B,KSS,"2,700,473.16",Consumer Discretionary,True,2013-02-28
8,2012-11-08,0.91,$0.88,$4.47B,0.03,$4.5B,KSS,"2,700,473.16",Consumer Discretionary,True,2012-11-08
9,2012-08-09,1.0,$0.96,$4.22B,0.04,$4.21B,KSS,"2,700,473.16",Consumer Discretionary,True,2012-08-09
10,2012-05-10,0.63,$0.61,$4.25B,0.02,$4.2B,KSS,"2,700,473.16",Consumer Discretionary,True,2012-05-10
11,2012-02-23,1.81,$1.80,$6.06B,0.01,$6.02B,KSS,"2,700,473.16",Consumer Discretionary,True,2012-02-23
12,2011-11-10,0.8,$0.78,$4.4B,0.02,$4.4B,KSS,"2,700,473.16",Consumer Discretionary,True,2011-11-10
13,2011-08-11,1.09,$1.02,$4.31B,0.07,$4.2B,KSS,"2,700,473.16",Consumer Discretionary,True,2011-08-11
14,2011-05-12,0.73,$0.72,$4.2B,0.01,$4.16B,KSS,"2,700,473.16",Consumer Discretionary,True,2011-05-12
15,2011-02-24,1.66,$1.66,$6.04B,0.0,$6.04B,KSS,"2,700,473.16",Consumer Discretionary,True,2011-02-24
4,2013-10-17,1.43,$1.42,$754.03M,0.01,$753.2M,SNA,"2,696,342.07",Industrials,True,2013-10-17
5,2013-07-18,1.5,$1.45,$755.31M,0.05,$764.1M,SNA,"2,696,342.07",Industrials,True,2013-07-18
6,2013-04-18,1.4,$1.34,$753.31M,0.06,$741.7M,SNA,"2,696,342.07",Industrials,True,2013-04-18
7,2013-02-07,1.43,$1.38,$755.38M,0.05,$753.2M,SNA,"2,696,342.07",Industrials,True,2013-02-07
8,2012-10-18,1.26,$1.23,$706.56M,0.03,$711.6M,SNA,"2,696,342.07",Industrials,True,2012-10-18
9,2012-07-19,1.3,$1.20,$766.23M,0.1,$737.9M,SNA,"2,696,342.07",Industrials,True,2012-07-19
10,2012-04-19,1.21,$1.16,$736.78M,0.05,$735.2M,SNA,"2,696,342.07",Industrials,True,2012-04-19
11,2012-02-02,1.27,$1.17,$750.32M,0.1,$736.6M,SNA,"2,696,342.07",Industrials,True,2012-02-02
12,2011-10-20,1.16,$1.03,$719.95M,0.13,$697.2M,SNA,"2,696,342.07",Industrials,True,2011-10-20
13,2011-07-21,1.14,$1.08,$725.9M,0.06,$726.7M,SNA,"2,696,342.07",Industrials,True,2011-07-21
14,2011-04-21,0.96,$0.92,$685.13M,0.04,$693.7M,SNA,"2,696,342.07",Industrials,True,2011-04-21
15,2011-02-03,0.99,$0.90,$685.51M,0.09,$696.9M,SNA,"2,696,342.07",Industrials,True,2011-02-03
4,2013-10-21,1.31,$1.29,$1.34B,0.02,$1.37B,HAS,"2,695,788.00",Consumer Discretionary,True,2013-10-21
5,2013-07-22,0.29,$0.35,$793M,-0.06,$766.3M,HAS,"2,695,788.00",Consumer Discretionary,True,2013-07-22
6,2013-04-22,0.05,$0.04,$637.1M,0.01,$663.7M,HAS,"2,695,788.00",Consumer Discretionary,True,2013-04-22
7,2013-02-07,1.2,$1.19,$1.28B,0.01,$1.28B,HAS,"2,695,788.00",Consumer Discretionary,True,2013-02-07
8,2012-10-22,1.28,$1.20,$1.38B,0.08,$1.39B,HAS,"2,695,788.00",Consumer Discretionary,True,2012-10-22
9,2012-07-23,0.33,$0.24,$830.09M,0.09,$811.5M,HAS,"2,695,788.00",Consumer Discretionary,True,2012-07-23
10,2012-04-23,0.04,$0.08,$673.31M,-0.04,$648.9M,HAS,"2,695,788.00",Consumer Discretionary,True,2012-04-23
11,2012-02-06,1.06,$1.05,$1.34B,0.01,$1.33B,HAS,"2,695,788.00",Consumer Discretionary,True,2012-02-06
12,2011-10-17,1.27,$1.31,$1.45B,-0.04,$1.38B,HAS,"2,695,788.00",Consumer Discretionary,True,2011-10-17
13,2011-07-18,0.33,$0.39,$857.49M,-0.06,$908.5M,HAS,"2,695,788.00",Consumer Discretionary,True,2011-07-18
14,2011-04-14,0.12,$0.17,$661.02M,-0.05,$672M,HAS,"2,695,788.00",Consumer Discretionary,True,2011-04-14
15,2011-02-07,0.99,$0.95,$1.31B,0.04,$1.28B,HAS,"2,695,788.00",Consumer Discretionary,True,2011-02-07
3,2013-11-04,0.85,$0.82,$2.59B,0.03,$2.54B,UNM,"2,689,677.03",Financials,False,2013-11-05
4,2013-08-05,0.82,$0.80,$2.61B,0.02,$2.6B,UNM,"2,689,677.03",Financials,False,2013-08-06
6,2013-02-05,0.82,$0.77,$2.63B,0.05,$6.27B,UNM,"2,689,677.03",Financials,False,2013-02-06
7,2012-10-31,0.8,$0.77,$2.61B,0.03,$2.63B,UNM,"2,689,677.03",Financials,False,2012-11-01
8,2012-08-01,0.79,$0.77,$2.61B,0.02,$2.62B,UNM,"2,689,677.03",Financials,False,2012-08-02
9,2012-05-01,0.73,$0.76,$2.59B,-0.03,$2.61B,UNM,"2,689,677.03",Financials,False,2012-05-02
10,2012-02-06,0.78,$0.75,$2.59B,0.03,$2.6B,UNM,"2,689,677.03",Financials,False,2012-02-07
11,2011-11-01,0.74,$0.75,$2.57B,-0.01,$2.55B,UNM,"2,689,677.03",Financials,False,2011-11-02
12,2011-08-02,0.75,$0.72,$2.56B,0.03,$2.56M,UNM,"2,689,677.03",Financials,False,2011-08-03
13,2011-05-03,0.69,$0.70,$2.57B,-0.01,$2.56B,UNM,"2,689,677.03",Financials,False,2011-05-04
14,2011-02-02,0.66,$0.69,$2.54B,-0.03,$2.59B,UNM,"2,689,677.03",Financials,False,2011-02-03
3,2013-11-22,0.68,$0.66,$1.58B,0.02,$1.62B,FL,"2,677,017.15",Consumer Discretionary,True,2013-11-22
4,2013-08-23,0.46,$0.47,$1.45B,-0.01,$1.45B,FL,"2,677,017.15",Consumer Discretionary,True,2013-08-23
5,2013-05-24,0.9,$0.88,$1.63B,0.02,$1.64B,FL,"2,677,017.15",Consumer Discretionary,True,2013-05-24
6,2013-03-08,0.73,$0.73,$1.69B,0.0,$1.71B,FL,"2,677,017.15",Consumer Discretionary,True,2013-03-08
7,2012-11-16,0.63,$0.54,$1.47B,0.09,$1.52B,FL,"2,677,017.15",Consumer Discretionary,True,2012-11-16
8,2012-08-17,0.39,$0.33,$1.35B,0.06,$1.37B,FL,"2,677,017.15",Consumer Discretionary,True,2012-08-17
9,2012-05-18,0.83,$0.74,$1.55B,0.09,$1.58B,FL,"2,677,017.15",Consumer Discretionary,True,2012-05-18
10,2012-03-01,0.55,$0.51,$1.49B,0.04,$1.5B,FL,"2,677,017.15",Consumer Discretionary,True,2012-03-01
11,2011-11-17,0.43,$0.39,$1.37B,0.04,$1.39B,FL,"2,677,017.15",Consumer Discretionary,True,2011-11-17
12,2011-08-18,0.24,$0.11,$1.18B,0.13,$1.28B,FL,"2,677,017.15",Consumer Discretionary,True,2011-08-18
13,2011-05-19,0.6,$0.44,$1.34B,0.16,$1.45B,FL,"2,677,017.15",Consumer Discretionary,True,2011-05-19
14,2011-03-02,0.39,$0.36,$1.38B,0.03,$1.39B,FL,"2,677,017.15",Consumer Discretionary,True,2011-03-02
4,2013-10-31,1.16,$1.15,$158M,0.01,$159.03M,FRT,"2,672,724.38",Real Estate,False,2013-11-01
5,2013-08-01,1.08,$1.12,$155.36M,-0.04,$157.9M,FRT,"2,672,724.38",Real Estate,False,2013-08-02
7,2013-02-12,1.11,$1.11,$141.46M,0.0,$156.36M,FRT,"2,672,724.38",Real Estate,False,2013-02-13
8,2012-08-01,1.04,$1.04,$144.53M,0.0,$147.56M,FRT,"2,672,724.38",Real Estate,False,2012-08-02
9,2012-05-07,1.04,$1.01,$145M,0.03,$146.3M,FRT,"2,672,724.38",Real Estate,False,2012-05-08
11,2011-05-05,0.99,$0.97,$137.26M,0.02,$138.48M,FRT,"2,672,724.38",Real Estate,False,2011-05-06
12,2011-08-03,1.02,$1.00,$135.21M,0.02,$136.3M,FRT,"2,672,724.38",Real Estate,False,2011-08-04
3,2013-12-19,0.7,$0.68,$1.13B,0.02,$1.14B,CTAS,"2,672,461.36",Industrials,False,2013-12-20
4,2013-09-19,0.63,$0.63,$1.1B,0.0,$1.12B,CTAS,"2,672,461.36",Industrials,False,2013-09-20
5,2013-07-15,0.69,$0.70,$1.13B,-0.01,$1.13B,CTAS,"2,672,461.36",Industrials,False,2013-07-16
6,2013-03-19,0.6,$0.61,$1.06B,-0.01,$1.08B,CTAS,"2,672,461.36",Industrials,False,2013-03-20
7,2012-12-20,0.63,$0.63,$1.06B,0.0,$1.06B,CTAS,"2,672,461.36",Industrials,False,2012-12-21
8,2012-09-20,0.6,$0.60,$1.07B,0.0,$1.05B,CTAS,"2,672,461.36",Industrials,False,2012-09-21
9,2012-07-16,0.6,$0.60,$1.07B,0.0,$1.05B,CTAS,"2,672,461.36",Industrials,False,2012-07-17
10,2012-03-20,0.58,$0.52,$1.01B,0.06,$1.01B,CTAS,"2,672,461.36",Industrials,False,2012-03-21
11,2011-09-22,0.52,$0.48,$998.52M,0.04,$1.02B,CTAS,"2,672,461.36",Industrials,False,2011-09-23
12,2011-12-20,0.57,$0.48,$1B,0.09,$1.02B,CTAS,"2,672,461.36",Industrials,False,2011-12-21
13,2011-07-19,0.49,$0.44,$967.49M,0.05,$1.01B,CTAS,"2,672,461.36",Industrials,False,2011-07-20
14,2011-03-22,0.41,$0.36,$907.56M,0.05,$937.8M,CTAS,"2,672,461.36",Industrials,False,2011-03-23
4,2013-10-29,0.49,$0.35,$918.7M,0.14,$965M,XYL,"2,647,305.76",Industrials,True,2013-10-29
5,2013-07-30,0.36,$0.44,$967.9M,-0.08,$960M,XYL,"2,647,305.76",Industrials,True,2013-07-30
6,2013-04-30,0.27,$0.30,$893.56M,-0.03,$879M,XYL,"2,647,305.76",Industrials,True,2013-04-30
7,2013-02-07,0.47,$0.46,$980.57M,0.01,$969M,XYL,"2,647,305.76",Industrials,True,2013-02-07
8,2012-11-01,0.44,$0.43,$924M,0.01,$931M,XYL,"2,647,305.76",Industrials,True,2012-11-01
9,2012-08-02,0.49,$0.48,$992.09M,0.01,$966M,XYL,"2,647,305.76",Industrials,True,2012-08-02
10,2012-05-03,0.36,$0.36,$925.2M,0.0,$925M,XYL,"2,647,305.76",Industrials,True,2012-05-03
11,2012-02-28,0.4,$0.46,$1.01B,-0.06,$1B,XYL,"2,647,305.76",Industrials,True,2012-02-28
12,2011-11-21,0.55,$0.42,$939M,0.13,$939M,XYL,"2,647,305.76",Industrials,True,2011-11-21
4,2013-10-22,0.86,$0.83,$339.7M,0.03,$338.3M,IDXX,"2,645,934.40",Health Care,True,2013-10-22
5,2013-07-23,0.99,$0.97,$356.8M,0.02,$352.6M,IDXX,"2,645,934.40",Health Care,True,2013-07-23
7,2013-01-29,0.78,$0.71,$325.1M,0.07,$319.5M,IDXX,"2,645,934.40",Health Care,True,2013-01-29
8,2012-10-19,0.76,$0.73,$318.55M,0.03,$315.5M,IDXX,"2,645,934.40",Health Care,True,2012-10-19
9,2012-07-20,0.91,$0.90,$339.94M,0.01,$335.6M,IDXX,"2,645,934.40",Health Care,True,2012-07-20
10,2012-04-20,0.72,$0.71,$314.23M,0.01,$322.7M,IDXX,"2,645,934.40",Health Care,True,2012-04-20
11,2012-01-27,0.64,$0.63,$303.97M,0.01,$307.2M,IDXX,"2,645,934.40",Health Care,True,2012-01-27
12,2011-10-21,0.66,$0.65,$294.88M,0.01,$301M,IDXX,"2,645,934.40",Health Care,True,2011-10-21
13,2011-07-22,0.83,$0.72,$308.58M,0.11,$317.9M,IDXX,"2,645,934.40",Health Care,True,2011-07-22
14,2011-04-21,0.62,$0.60,$285.61M,0.02,$292.7M,IDXX,"2,645,934.40",Health Care,True,2011-04-21
15,2011-01-28,0.56,$0.55,$279.22M,0.01,$283.8M,IDXX,"2,645,934.40",Health Care,True,2011-01-28
4,2013-10-22,0.33,$0.31,$1.17B,0.02,$1.19B,JNPR,"2,644,311.56",Information Technology,False,2013-10-23
5,2013-07-23,0.29,$0.25,$1.09B,0.04,$1.15B,JNPR,"2,644,311.56",Information Technology,False,2013-07-24
6,2013-04-23,0.24,$0.22,$1.07B,0.02,$1.06B,JNPR,"2,644,311.56",Information Technology,False,2013-04-24
7,2013-01-24,0.28,$0.22,$1.13B,0.06,$1.14B,JNPR,"2,644,311.56",Information Technology,False,2013-01-25
8,2012-10-23,0.22,$0.17,$1.06B,0.05,$1.12B,JNPR,"2,644,311.56",Information Technology,False,2012-10-24
9,2012-07-24,0.19,$0.16,$1.05B,0.03,$1.07B,JNPR,"2,644,311.56",Information Technology,False,2012-07-25
10,2012-04-24,0.03,$0.13,$977.54M,-0.1,$1.03B,JNPR,"2,644,311.56",Information Technology,False,2012-04-25
11,2012-01-26,0.28,$0.28,$1.13B,0.0,$1.12B,JNPR,"2,644,311.56",Information Technology,False,2012-01-27
12,2011-10-18,0.28,$0.28,$1.1B,0.0,$1.11B,JNPR,"2,644,311.56",Information Technology,False,2011-10-19
13,2011-07-26,0.31,$0.33,$1.15B,-0.02,$1.12B,JNPR,"2,644,311.56",Information Technology,False,2011-07-27
14,2011-04-19,0.32,$0.32,$1.1B,0.0,$1.1B,JNPR,"2,644,311.56",Information Technology,False,2011-04-20
15,2011-01-25,0.42,$0.37,$1.12B,0.05,$1.19B,JNPR,"2,644,311.56",Information Technology,False,2011-01-26
4,2013-10-23,1.26,$1.19,$384.64M,0.07,$395.3M,FFIV,"2,630,901.30",Information Technology,False,2013-10-24
5,2013-07-24,1.12,$1.08,$360.5M,0.04,$370.3M,FFIV,"2,630,901.30",Information Technology,False,2013-07-25
6,2013-04-24,1.07,$1.07,$351.77M,0.0,$350.2M,FFIV,"2,630,901.30",Information Technology,False,2013-04-25
7,2013-01-23,1.14,$1.15,$366.74M,-0.01,$365.5M,FFIV,"2,630,901.30",Information Technology,False,2013-01-24
8,2012-10-24,1.12,$1.18,$365.92M,-0.06,$362.6M,FFIV,"2,630,901.30",Information Technology,False,2012-10-25
9,2012-07-18,1.14,$1.14,$352.9M,0.0,$352.6M,FFIV,"2,630,901.30",Information Technology,False,2012-07-19
10,2012-04-18,1.09,$1.07,$335.06M,0.02,$339.6M,FFIV,"2,630,901.30",Information Technology,False,2012-04-19
11,2012-01-18,1.03,$1.01,$319.13M,0.02,$322.4M,FFIV,"2,630,901.30",Information Technology,False,2012-01-19
12,2011-10-25,1.06,$0.98,$308.51M,0.08,$314.6M,FFIV,"2,630,901.30",Information Technology,False,2011-10-26
13,2011-07-20,0.97,$0.91,$290.66M,0.06,$290.7M,FFIV,"2,630,901.30",Information Technology,False,2011-07-21
14,2011-04-20,0.88,$0.86,$277.75M,0.02,$277.6M,FFIV,"2,630,901.30",Information Technology,False,2011-04-21
15,2011-01-19,0.88,$0.82,$270.36M,0.06,$268.9M,FFIV,"2,630,901.30",Information Technology,False,2011-01-20
4,2013-10-24,0.26,$0.25,$5.34B,0.01,$5.26B,XRX,"2,624,273.68",Information Technology,True,2013-10-24
5,2013-07-25,0.27,$0.24,$5.5B,0.03,$5.4B,XRX,"2,624,273.68",Information Technology,True,2013-07-25
6,2013-04-23,0.27,$0.24,$5.5B,0.03,$5.4B,XRX,"2,624,273.68",Information Technology,True,2013-04-23
7,2013-01-24,0.3,$0.29,$5.88B,0.01,$5.9B,XRX,"2,624,273.68",Information Technology,True,2013-01-24
8,2012-10-23,0.25,$0.25,$5.51B,0.0,$5.4B,XRX,"2,624,273.68",Information Technology,True,2012-10-23
9,2012-07-20,0.26,$0.26,$5.6B,0.0,$5.5B,XRX,"2,624,273.68",Information Technology,True,2012-07-20
10,2012-04-23,0.23,$0.23,$5.45B,0.0,$5.5B,XRX,"2,624,273.68",Information Technology,True,2012-04-23
11,2012-01-25,0.33,$0.33,$6.07B,0.0,$5.96B,XRX,"2,624,273.68",Information Technology,True,2012-01-25
12,2011-10-25,0.26,$0.25,$5.59B,0.01,$5.58B,XRX,"2,624,273.68",Information Technology,True,2011-10-25
13,2011-07-22,0.27,$0.24,$5.63B,0.03,$5.6B,XRX,"2,624,273.68",Information Technology,True,2011-07-22
14,2011-04-21,0.23,$0.22,$5.48B,0.01,$5.47M,XRX,"2,624,273.68",Information Technology,True,2011-04-21
15,2011-01-26,0.29,$0.28,$5.98B,0.01,$5.98B,XRX,"2,624,273.68",Information Technology,True,2011-01-26
4,2013-10-30,1.23,$1.13,$1.24B,0.1,$1.2B,HBI,"2,618,147.84",Consumer Discretionary,False,2013-10-31
5,2013-07-30,1.19,$0.94,$1.21B,0.25,$1.2B,HBI,"2,618,147.84",Consumer Discretionary,False,2013-07-31
6,2013-04-23,0.51,$0.50,$944.96M,0.01,$945M,HBI,"2,618,147.84",Consumer Discretionary,False,2013-04-24
7,2013-02-05,1.07,$1.01,$1.15B,0.06,$1.15B,HBI,"2,618,147.84",Consumer Discretionary,False,2013-02-06
8,2012-10-23,1.11,$1.07,$1.22B,0.04,$1.22B,HBI,"2,618,147.84",Consumer Discretionary,False,2012-10-24
9,2012-07-31,0.67,$0.49,$1.25B,0.18,$1.18B,HBI,"2,618,147.84",Consumer Discretionary,False,2012-08-01
10,2012-04-19,-0.27,-$0.33,$1B,0.06,$1.01B,HBI,"2,618,147.84",Consumer Discretionary,False,2012-04-20
11,2012-02-15,0.41,$0.51,$1.24B,-0.1,$1.15B,HBI,"2,618,147.84",Consumer Discretionary,False,2012-02-16
12,2011-11-02,0.91,$0.82,$1.36B,0.09,$1.23B,HBI,"2,618,147.84",Consumer Discretionary,False,2011-11-03
13,2011-07-20,0.87,$0.86,$1.22B,0.01,$1.23B,HBI,"2,618,147.84",Consumer Discretionary,False,2011-07-21
14,2011-04-20,0.49,$0.33,$1.01B,0.16,$1.04B,HBI,"2,618,147.84",Consumer Discretionary,False,2011-04-21
15,2011-02-02,0.43,$0.43,$1.11B,0.0,$1.15B,HBI,"2,618,147.84",Consumer Discretionary,False,2011-02-03
4,2013-10-23,0.46,$0.41,$1.19B,0.05,$1.21B,TSCO,"2,609,218.70",Consumer Discretionary,False,2013-10-24
5,2013-07-24,1.75,$1.71,$1.44B,0.04,$1.46B,TSCO,"2,609,218.70",Consumer Discretionary,False,2013-07-25
6,2013-04-24,0.62,$0.62,$1.1B,0.0,$1.09B,TSCO,"2,609,218.70",Consumer Discretionary,False,2013-04-25
7,2013-01-30,1.11,$1.03,$1.28B,0.08,$1.29B,TSCO,"2,609,218.70",Consumer Discretionary,False,2013-01-31
8,2012-10-24,0.69,$0.67,$1.07B,0.02,$1.07B,TSCO,"2,609,218.70",Consumer Discretionary,False,2012-10-25
9,2012-07-25,1.45,$1.39,$1.3B,0.06,$1.29B,TSCO,"2,609,218.70",Consumer Discretionary,False,2012-07-26
10,2012-04-25,0.55,$0.53,$1.01B,0.02,$1.02B,TSCO,"2,609,218.70",Consumer Discretionary,False,2012-04-26
11,2012-02-01,0.96,$0.92,$1.22B,0.04,$1.24B,TSCO,"2,609,218.70",Consumer Discretionary,False,2012-02-02
12,2011-10-19,0.58,$0.52,$933.13M,0.06,$977.8M,TSCO,"2,609,218.70",Consumer Discretionary,False,2011-10-20
13,2011-07-20,1.23,$1.19,$1.19B,0.04,$1.18B,TSCO,"2,609,218.70",Consumer Discretionary,False,2011-07-21
14,2011-04-20,0.24,$0.16,$796.07M,0.08,$856.6M,TSCO,"2,609,218.70",Consumer Discretionary,False,2011-04-21
15,2011-01-26,0.67,$0.62,$976.39M,0.05,$1.03B,TSCO,"2,609,218.70",Consumer Discretionary,False,2011-01-27
4,2013-11-26,0.58,$0.54,$2.3B,0.04,$2.32B,HRL,"2,588,201.07",Consumer Staples,True,2013-11-26
5,2013-08-22,0.42,$0.45,$2.12B,-0.03,$2.16B,HRL,"2,588,201.07",Consumer Staples,True,2013-08-22
6,2013-02-21,0.48,$0.49,$2.14B,-0.01,$2.12B,HRL,"2,588,201.07",Consumer Staples,True,2013-02-21
7,2013-05-23,0.46,$0.49,$2.19B,-0.03,$2.15B,HRL,"2,588,201.07",Consumer Staples,True,2013-05-23
8,2012-11-20,0.49,$0.50,$2.28B,-0.01,$2.17B,HRL,"2,588,201.07",Consumer Staples,True,2012-11-20
9,2012-05-23,0.48,$0.42,$2.05B,0.06,$2.01B,HRL,"2,588,201.07",Consumer Staples,True,2012-05-23
10,2012-08-23,0.41,$0.41,$2.01B,0.0,$2B,HRL,"2,588,201.07",Consumer Staples,True,2012-08-23
11,2012-02-23,0.48,$0.48,$2.03B,0.0,$2.04B,HRL,"2,588,201.07",Consumer Staples,True,2012-02-23
12,2011-11-22,0.43,$0.42,$2.11B,0.01,$2.1B,HRL,"2,588,201.07",Consumer Staples,True,2011-11-22
13,2011-08-25,0.36,$0.35,$1.87B,0.01,$1.91B,HRL,"2,588,201.07",Consumer Staples,True,2011-08-25
14,2011-05-25,0.4,$0.40,$1.82B,0.0,$2B,HRL,"2,588,201.07",Consumer Staples,True,2011-05-25
15,2011-02-22,0.55,$0.43,$1.85B,0.12,$1.92B,HRL,"2,588,201.07",Consumer Staples,True,2011-02-22
3,2013-11-07,0.19,$0.18,$633.25M,0.01,$639M,WWAV,"2,586,909.76",Consumer Staples,True,2013-11-07
4,2013-08-09,0.16,$0.16,$608.25M,0.0,$616M,WWAV,"2,586,909.76",Consumer Staples,True,2013-08-09
5,2013-05-09,0.16,$0.15,$611.33M,0.01,$608M,WWAV,"2,586,909.76",Consumer Staples,True,2013-05-09
6,2013-02-13,0.18,$0.17,$611.5M,0.01,$609M,WWAV,"2,586,909.76",Consumer Staples,True,2013-02-13
7,2012-11-30,0.16,$0.14,$514M,0.02,$581M,WWAV,"2,586,909.76",Consumer Staples,True,2012-11-30
4,2013-11-12,0.4,$0.40,$1.79B,0.0,$1.82B,DHI,"2,568,261.34",Consumer Discretionary,True,2013-11-12
5,2013-07-25,0.42,$0.34,$1.71B,0.08,$1.65B,DHI,"2,568,261.34",Consumer Discretionary,True,2013-07-25
6,2013-04-26,0.32,$0.19,$1.26B,0.13,$1.39B,DHI,"2,568,261.34",Consumer Discretionary,True,2013-04-26
7,2013-01-29,0.2,$0.14,$1.1M,0.06,$1.2M,DHI,"2,568,261.34",Consumer Discretionary,True,2013-01-29
8,2012-11-12,0.3,$0.28,$1.35B,0.02,$1.3B,DHI,"2,568,261.34",Consumer Discretionary,True,2012-11-12
10,2012-04-23,0.13,$0.04,$852.7M,0.09,$935.6M,DHI,"2,568,261.34",Consumer Discretionary,True,2012-04-23
11,2011-11-11,0.11,$0.14,$1.08B,-0.03,$1.1B,DHI,"2,568,261.34",Consumer Discretionary,True,2011-11-11
12,2012-01-27,0.09,$0.04,$896.85M,0.05,$885.6M,DHI,"2,568,261.34",Consumer Discretionary,True,2012-01-27
13,2011-07-28,0.09,$0.06,$987.25M,0.03,$1.1M,DHI,"2,568,261.34",Consumer Discretionary,True,2011-07-28
14,2011-04-29,0.09,-$0.05,$760.68M,0.14,$733.1M,DHI,"2,568,261.34",Consumer Discretionary,True,2011-04-29
15,2011-01-27,-0.06,-$0.03,$801.52M,-0.03,$767M,DHI,"2,568,261.34",Consumer Discretionary,True,2011-01-27
4,2013-11-05,1.22,$1.18,$745.8M,0.04,$742.3M,IFF,"2,559,115.52",Materials,False,2013-11-06
5,2013-08-06,1.14,$1.18,$752.03M,-0.04,$757.6M,IFF,"2,559,115.52",Materials,False,2013-08-07
6,2013-05-07,1.19,$1.13,$751.5M,0.06,$727.8M,IFF,"2,559,115.52",Materials,False,2013-05-08
7,2013-02-07,0.83,$0.84,$666.65M,-0.01,$681M,IFF,"2,559,115.52",Materials,False,2013-02-08
8,2012-11-06,1.08,$1.07,$724.83M,0.01,$709M,IFF,"2,559,115.52",Materials,False,2012-11-07
9,2012-08-08,1.08,$1.02,$729.41M,0.06,$721.3M,IFF,"2,559,115.52",Materials,False,2012-08-09
10,2012-05-08,1.0,$1.00,$713.33M,0.0,$710.62M,IFF,"2,559,115.52",Materials,False,2012-05-09
11,2012-02-09,0.74,$0.71,$650.64M,0.03,$644M,IFF,"2,559,115.52",Materials,False,2012-02-10
